mileage,price,model,year_raw,description,brand,year,engine_size,category
18519.0,14299.0,S 1000 XR Racing Red with White Aluminum Metallic Matte,  2020 BMW Dual Sport,"Make no concessions, demand it all. From yourself, but also from your machine. Always fighting for the racing line: every curve a few degrees deeper, a few millimeters tighter. mile after mile. With the new S 1000 XR, you have a motorcycle that also makes no compromises. It combines athleticism and long-distance performance in perfect form. Its sporty aggressiveness comes from the RR. Its outstanding ergonomics with the upright, relaxed seat position, however, allows you to fight for every curve and straightaway all day. A racetrack that only finishes when you want. How it should be. That is how we view the XR. What about you?",BMW,2020,1000.0,Dual Sport
14831.0,12895.0,F850GS 850 GS ADVENTURE,  2019 BMW Dual Sport,,BMW,2019,850.0,Dual Sport
21880.0,18299.0,R 1200 GS ADVENTURE,  2018 BMW Dual Sport,,BMW,2018,1200.0,Dual Sport
33020.0,12000.0,R 1200 RT,  2018 BMW Sport Touring,,BMW,2018,1200.0,Sport Touring
8100.0,18499.0,K 1600 GTL K1600GTL,  2018 BMW Sport Touring,2018 BMW K 1600 GTL Light White,BMW,2018,1600.0,Sport Touring
8259.0,16390.0,S 1000 RR,  2017 BMW Sportbike,"Although 2017 may represent a fairly minor update for the barnstorming BMW S1000RR, it's still an absolutely extraordinary machine. Bristling with technology and bulging with power, it's somehow a smooth and easy-riding city commuter when it's not unleashing all kinds of hell on the open road.",BMW,2017,1000.0,Sportbike
10925.0,11290.0,S 1000 XR,  2016 BMW Dual Sport,New BMW Motorcycles,BMW,2016,1000.0,Dual Sport
16894.0,17390.0,R 1200 GS Adventure,  2015 BMW Dual Sport,New BMW Motorcycles,BMW,2015,1200.0,Dual Sport
0.0,15720.0,F 900 XR,New 2023 BMW Sport Touring,"The BMW F 900 XR;;Higher, faster, further.;;XR stands for the uncompromising combination of athleticism and long-distance performance: Adrenaline for days, curve for curve. On the F 900 XR, you can keep hunting these curves without stopping - mile after mile. Even its thrilling design promises pure performance. While the upright, relaxed sitting position and the wind and weather protector show: Only one person decides when your ride is over - you.;;Thanks to the full assortment of equipment, you are just as well-equipped for sport riding and travel as you are for the city. The F 900 XR is the bike that matches you and your attitude.;;#NeverStopChallenging",BMW,2023,900.0,Sport Touring
0.0,27265.0,R 1250 RT Sport,New 2023 BMW Touring,"The R 1250 RT is the perfect companion for your tour: Its legendary BMW ShiftCam Boxer engine pulls just as powerfully over country roads as it does over winding mountain passes. Its new front end makes it look more dynamic and slimmer. On the other hand, there is a wide range of features such as the extra-large 10.25"" TFT display or available Active Cruise Control (ACC) - providing extra comfort on your journey. At the end of the day, you sit back relaxed knowing that the next tour is always the greatest.",BMW,2023,1250.0,Touring
1080.0,16995.0,R 18 B,  2022 BMW Touring,,BMW,2022,18.0,Touring
0.0,15730.0,R nineT Scrambler 719 Black Storm Metallic / Racing Red,New 2022 BMW Touring,"The R nineT Scrambler knows no conventions: rough, unadapted, individual. Its handling is balanced and unique. With the boxer, you can ride around with your head held high, it is available for every spontaneity. And the typical Scrambler look together with the relaxed seating position makes a lot of difference and above all is a lot of fun. Design your R nineT Scrambler so that it fits perfectly into your life. No matter what the others say. Just typical #Soulfuel.",BMW,2022,719.0,Touring
11999.0,19600.0,S 1000 XR,  2021 BMW Sport Touring,,BMW,2021,1000.0,Sport Touring
6300.0,18000.0,S 1000 XR M SPORT,  2021 BMW Sport Touring,,BMW,2021,1000.0,Sport Touring
6800.0,29995.0,R 1250 GS ADVENTURE,  2021 BMW Dual Sport,,BMW,2021,1250.0,Dual Sport
26038.0,18290.0,R 1250 GS Adventure,  2020 BMW Dual Sport,"Active Factory Warranty until 08/21/2023 or 36,000 miles!",BMW,2020,1250.0,Dual Sport
15725.0,20000.0,R 1200 GS ADVENTURE,  2018 BMW Sport Touring,,BMW,2018,1200.0,Sport Touring
58640.0,16297.0,R 1200 GS ADVENTURE,  2017 BMW Dual Sport,,BMW,2017,1200.0,Dual Sport
416.0,13995.0,F 900 XR,  2023 BMW Sport Touring,"XR stands for the uncompromising combination of athleticism and long-distance performance: Adrenaline for days, curve for curve. On the F 900 XR, you can keep hunting these curves without stopping  mile after mile. Even its thrilling design promises pure performance. While the upright, relaxed sitting position and the wind and weather protector show: Only one person decides when your ride is over  you.",BMW,2023,900.0,Sport Touring
124.0,26990.0,K 1600 GTL Black Storm Metallic,New 2022 BMW Sportbike,"There is a German proverb along the lines of anyone who travels with ambitions never travels alone. This is especially true when you are traveling with someone else. The BMW K 1600 GTL represents both these elements. It offers performance touring that leaves no wishes unfulfilled. Its powerful six-cylinder engine now delivers dynamism and superior character: thanks to the comfortably designed vehicle geometry, you can enjoy every mile. - The cockpit has also been redesigned. it has been entirely geared towards interaction with you so you can enjoy every tour even more consciously and intensively. Because traveling together starts here truly in the spirit of #RideAndShare.",BMW,2022,1600.0,Sportbike
0.0,17999.0,R 18 B Black Storm Metallic,New 2022 BMW Cruiser,"The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, its not all about displacement. The R 18 B goes significantly further. Its made for customizing. Turn it into your unique bike and bring out the #SoulFuel.",BMW,2022,18.0,Cruiser
9974.0,9990.0,F 750 GS,  2019 BMW Sport Touring,"The  is your ticket to adventure. Take a short break from everyday life. Expand your horizons. With the BMW F 750 GS. The adventure bike masters all routes, whatever the terrain. The comprehensive standard equipment with ABS, Dynamic Traction Control (DTC) and LED indicators, as well as the optional Ride Modes, leaves nothing to be desired. And with the seat height being 32 makes embarking on your next adventure easier than ever before. So climb on the F 750 GS and experience the Spirit of GS.""",BMW,2019,750.0,Sport Touring
37700.0,14495.0,K 1600 B,  2018 BMW Sport Touring,"Take a relaxed cruise anytime.;;If youre hungry for asphalt and for new horizons, then the Bagger is the motorcycle for your journey. With its six cylinders, it delivers impressive power and extraordinary running smoothness. Let the journey begin. You and the bike become one with the road in the Bagger silhouette: the chopped windscreen and the striking rear ensure an unmistakable appearance. Behind its good looks is a great deal of innovative technology and a high level of comfort. So get going with the K 1600 B.;;Unmistakably Bagger. Unmistakably different.;;This bagger is made for gliding along. Brimming with presence, the sloping line of the silhouette makes the K 1600 B low and streamlined. The Black Storm Metallic color, combined with the various black tones, gives the Bagger its shape and makes it appear imposing and confident at the same time. The chopped windscreen and the striking rear section with LED indicators and brake lights integrated into the cases define the style. The black 6-cylinder completes the strong character and overall image. And with the standard tubular handlebars, the Bagger can be easily steered towards the horizon.;;No distance is too far.;;The 1600 6-cylinder in-line engine ensures the desired dynamics with smooth power delivery that is unmatched. Its maximum torque of 129 lb-ft (175 Nm) and 160 hp (118 kW) develop an incomparable and effortless thrust. At 1500 rpm, 70% of torque is already achieved. This means even the smallest movement of your wrist results in impressive acceleration. After arriving at your destination, the Reverse Assist option ensures effortless maneuvering. By choosing Keyless Ride you add another technical highlight that perfectly rounds off the overall package.;;Endless riding pleasure.;;The standard dynamic ESA (Electronic Suspension Adjustment) provides optimum handling and riding dynamics. In",BMW,2018,1600.0,Sport Touring
19477.0,17899.0,K 1600 Grand America,  2018 BMW Touring,"Go even further with the K 1600 Grand America. This fully-equipped touring bike gets you closer to the road than you ever thought possible, without compromising riding pleasure or comfort. Always ready to go the extra mile, the legendary 6-cylinder in-line engine triumphs with an unparalleled smoothness and impressive power. Its design and features are on another level. From the windshield to the distinctive rear with enough space for two passengers, all the way to the easy-to-use top case and backrest, theres an understated cool about the Bagger. The Grand America makes the horizon seem boundlessand yet within reach.",BMW,2018,1600.0,Touring
33000.0,8900.0,F 800 GS,  2010 BMW Touring,,BMW,2010,800.0,Touring
3.0,25145.0,R 1250 GS Adventure,New 2023 BMW Standard,NO DESTINATION IS TOO FAR,BMW,2023,1250.0,Standard
10.0,12535.0,R nineT Pure 719 Pollux Metallic/Light White,New 2023 BMW Touring,Reduced to the essential. But full of self-confidence. The BMW R nineT Pure. The powerful air/oil-cooled engine gives you goosebumps on the tarmac. Its classic roadster look with the compact fuel tank and slim rear reminds you of the early days of BMW Motorrad. The purist design and the many possibilities for customization invite you to create your very own personal bike. One that no one else rides. Give your ideas free rein and immerse yourself in the world of #Soulfuel with the R nineT Pure.,BMW,2023,719.0,Touring
8.0,28490.0,K 1600 GTL Black Storm Metallic,New 2023 BMW Touring,"There is a German proverb along the lines of anyone who travels with ambitions never travels alone. This is especially true when you are traveling with someone else. The BMW K 1600 GTL represents both these elements. It offers performance touring that leaves no wishes unfulfilled. Its powerful six-cylinder engine now delivers dynamism and superior character: thanks to the comfortably designed vehicle geometry, you can enjoy every mile. - The cockpit has also been redesigned. it has been entirely geared towards interaction with you so you can enjoy every tour even more consciously and intensively. Because traveling together starts here truly in the spirit of #RideAndShare.",BMW,2023,1600.0,Touring
208.0,18995.0,S 1000 XR Triple Black,New 2023 BMW Dual Sport,"Make no concessions, demand it all. From yourself, but also from your machine. Always fighting for the racing line: every curve a few degrees deeper, a few inches tighter. Mile after mile. With the S 1000 XR, you have a motorcycle that also makes no compromises. It combines athleticism and long-distance performance in perfect form. Its sporty aggressiveness comes from the RR. Its outstanding ergonomics with the upright, relaxed seat position, however, allows you to fight for every curve and straightaway all day. A racetrack that only finishes when you want. How it should be. That is how we view the XR. What about you?",BMW,2023,1000.0,Dual Sport
8.0,22505.0,S 1000 XR Light White/M Motorsport 1000 R,New 2023 BMW Dual Sport,"Make no concessions, demand it all. From yourself, but also from your machine. Always fighting for the racing line: every curve a few degrees deeper, a few inches tighter. Mile after mile. With the S 1000 XR, you have a motorcycle that also makes no compromises. It combines athleticism and long-distance performance in perfect form. Its sporty aggressiveness comes from the RR. Its outstanding ergonomics with the upright, relaxed seat position, however, allows you to fight for every curve and straightaway all day. A racetrack that only finishes when you want. How it should be. That is how we view the XR. What about you?",BMW,2023,1000.0,Dual Sport
481.0,20495.0,R 18 TRANSCONTINENTAL FIRST EDITION,  2022 BMW Touring,,BMW,2022,18.0,Touring
2669.0,4795.0,G 310 R,  2021 BMW Standard,This   2021 BMW G310R is for sale at Cycle Werks in Barrington in Barrington IL and is in immaculate condition with 2669 miles.  Our service department has inspected the bike and performed an oil and oil filter change so this bike is ready to ride.  This bike has BMW factory warranty remaining until 5/28/2025 or 36000 miles whichever comes first and is equipped with Anti Lock Braking and a Battery Tender Lead.,BMW,2021,310.0,Standard
34.0,16950.0,R 18 FIRST EDITION,  2021 BMW Cruiser,"2021 BMW R 18 FIRST EDITION WITH ONLY 34 MILES, A BRAND NEW MOTORCYCLE IN SHOWROOM CONDITION AT DISCOUNTED PRICE!",BMW,2021,18.0,Cruiser
9165.0,16995.0,S 1000 XR Ice Grey Low Susp.,  2021 BMW Dual Sport,"Make no concessions, demand it all. From yourself, but also from your machine. Always fighting for the racing line: every curve a few degrees deeper, a few inches tighter. Mile after mile. With the S 1000 XR, you have a motorcycle that also makes no compromises. It combines athleticism and long-distance performance in perfect form. Its sporty aggressiveness comes from the RR. Its outstanding ergonomics with the upright, relaxed seat position, however, allows you to fight for every curve and straightaway all day. A racetrack that only finishes when you want. How it should be. That is how we view the XR. What about you?",BMW,2021,1000.0,Dual Sport
